2024-12-04 20:03:26,764, INFO, Сервер запущен, <module>, 55, server.py
2024-12-04 20:03:53,802, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:53,803, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:53,836, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:53,838, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:53,870, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:53,871, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:53,903, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:53,904, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:53,937, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:53,938, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:53,970, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:53,970, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:54,004, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:54,004, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:54,037, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:54,037, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:54,071, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:54,071, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:54,104, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:54,104, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:54,138, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:54,138, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:54,172, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:54,172, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:54,205, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:54,205, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:54,238, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:54,238, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:54,272, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:54,272, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:54,306, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:54,306, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:54,339, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:54,339, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:54,373, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:54,373, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:54,406, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:54,406, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:54,439, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:54,439, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:54,472, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:54,472, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:54,506, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:54,506, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:54,539, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:54,539, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:54,572, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:54,573, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:54,605, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:54,605, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:54,638, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:54,639, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:54,671, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:54,672, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:54,704, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:54,704, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:54,738, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:54,738, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:54,773, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:54,774, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:54,806, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:54,806, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:54,839, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:54,840, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:54,873, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:54,875, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:54,906, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:54,908, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:54,939, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:54,940, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:54,973, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:54,974, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:55,008, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:55,008, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:55,041, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:55,042, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:55,075, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:55,076, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:55,108, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:55,108, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:55,140, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:55,141, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:55,175, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:55,176, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:55,209, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:55,210, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:55,244, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:55,245, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:55,276, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:55,278, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:55,309, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:55,311, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:55,341, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:55,342, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:55,375, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:55,375, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:55,409, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:55,409, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:55,443, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:55,443, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:55,478, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:55,478, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:55,511, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:55,512, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:55,546, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:55,546, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:55,580, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:55,581, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:55,613, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:55,614, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:55,647, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:55,648, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:55,680, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:55,681, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:55,714, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:55,714, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:55,748, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:55,750, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:55,781, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:55,783, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:55,813, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:55,813, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:55,848, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:55,848, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:55,881, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:55,882, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:55,915, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:55,915, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:55,948, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:55,948, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:55,982, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:55,984, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:56,016, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:56,016, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:56,050, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:56,050, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:56,083, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:56,084, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:56,118, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:56,119, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:56,151, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:56,152, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:56,184, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:56,187, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:56,218, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:56,219, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:56,251, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:56,252, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:56,286, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:56,286, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:56,319, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:56,319, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:56,352, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:56,353, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:56,385, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:56,386, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:56,419, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:56,420, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:56,452, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:56,454, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:56,486, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:56,487, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:56,519, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:56,520, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:56,551, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:56,552, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:56,587, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:56,588, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:56,618, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:56,619, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:56,652, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:56,653, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:56,686, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:56,686, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:56,718, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:56,719, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:56,752, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:56,752, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:56,786, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:56,787, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:56,819, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:56,819, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:56,852, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:56,854, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:56,886, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:56,887, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:56,919, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:56,921, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:56,954, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:56,955, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:56,988, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:56,989, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:57,022, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:57,022, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:57,056, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:57,056, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:57,090, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:57,090, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:57,124, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:57,124, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:57,157, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:57,157, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:57,191, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:57,191, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:57,224, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:57,224, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:57,258, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:57,258, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:57,290, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:57,290, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:57,323, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:57,323, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:57,357, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:57,357, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:57,391, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:57,391, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:57,424, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:57,424, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:57,458, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:57,458, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:57,491, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:57,491, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:57,526, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:57,526, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:57,560, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:57,560, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:57,592, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:57,593, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:57,626, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:57,626, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:57,659, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:57,659, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:57,691, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:57,691, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:57,726, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:57,726, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:57,759, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:57,759, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:57,793, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:57,795, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:57,826, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:57,826, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:57,859, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:57,859, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:57,892, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:57,892, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:57,926, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:57,926, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:57,960, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:57,960, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:57,994, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:57,994, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:58,028, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:58,028, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:58,061, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:58,061, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:58,095, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:58,095, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:58,129, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:58,130, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:58,164, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:58,164, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:58,198, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:58,198, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:58,232, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:58,233, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:58,265, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:58,266, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:58,299, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:58,299, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:58,331, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:58,332, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:58,364, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:58,364, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:58,398, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:58,398, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:58,432, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:58,433, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:58,466, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:58,468, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:58,500, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:58,501, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:58,534, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:58,536, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:58,567, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:58,568, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:58,601, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:58,601, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:58,634, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:58,635, INFO, ** get_self_state bs**, sub_func, 73, server.py
2024-12-04 20:03:58,666, INFO, ** get_self_state bs**, sub_func, 73, server.py
